obs1,obs2,hyp1,hyp2,label,hyp1_paraphrase,settings,original_example_id
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A woman who was very unhappy with her dog.,"{'lexical': 0.2, 'syntactic': 0.35, 'semantic': 0.9}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"Well, a lovely lady's feeling a bit bad for a dog.","{'lexical': 0.2, 'syntactic': 0.35, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"I mean, a lovely lady just felt a dog.","{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 0.9}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"I mean, a lovely lady just felt a little bad about a dog.","{'lexical': 0.2, 'syntactic': 0.45, 'semantic': 0.85}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"I mean, a lovely lady just felt bad about a dog.","{'lexical': 0.5, 'syntactic': 0.4, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"Well, a lovely lady just felt bad about a dog.","{'lexical': 0.3, 'syntactic': 0.4, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"I mean, a lovely lady, she was feeling a dog.","{'lexical': 0.35, 'syntactic': 0.5, 'semantic': 0.85}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"I mean, a lovely lady just felt a little bit bad about a dog.","{'lexical': 0.45, 'syntactic': 0.45, 'semantic': 0.9}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"I mean, a lovely lady felt bad about a dog.","{'lexical': 0.2, 'syntactic': 0.5, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"I mean, a lovely lady, she felt like a dog.","{'lexical': 0.55, 'syntactic': 0.4, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"I mean, a lovely lady who felt bad about a dog.","{'lexical': 0.35, 'syntactic': 0.5, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A good lady had a dog that was hating.,"{'lexical': 0.3, 'syntactic': 0.2, 'semantic': 0.7}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A good lady had been feeling like a dog.,"{'lexical': 0.25, 'syntactic': 0.2, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A good lady's feeling the dog's bad.,"{'lexical': 0.35, 'syntactic': 0.3, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A good woman has been feeling like a dog.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.8}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A good lady's feeling about the dog.,"{'lexical': 0.3, 'syntactic': 0.3, 'semantic': 0.9}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"Well, a lovely lady just hated her dog.","{'lexical': 0.5, 'syntactic': 0.4, 'semantic': 0.9}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"Well, a lovely lady's feeling a bit bad about a dog.","{'lexical': 0.45, 'syntactic': 0.35, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"I mean, a lady who felt like a dog.","{'lexical': 0.3, 'syntactic': 0.5, 'semantic': 0.7}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"I mean, a lovely lady, she was feeling a bit bad about a dog","{'lexical': 0.45, 'syntactic': 0.5, 'semantic': 0.9}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"I mean, a lovely lady, she hated a dog.","{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 0.7}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A good woman had a bad feeling about a dog.,"{'lexical': 0.45, 'syntactic': 0.2, 'semantic': 0.85}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A beautiful woman was feeling a bit bad about a dog.,"{'lexical': 0.4, 'syntactic': 0.2, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A good woman had a bad idea about a dog.,"{'lexical': 0.45, 'syntactic': 0.2, 'semantic': 0.75}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"Well, a lovely lady's feeling a dog.","{'lexical': 0.4, 'syntactic': 0.3, 'semantic': 0.8}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A woman who loved a dog didn't like that.,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.9}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"I mean, a lovely lady was feeling a bit bad about a dog.","{'lexical': 0.4, 'syntactic': 0.4, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"I mean, a lovely lady, she hated the dog.","{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 0.9}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,What a lovely lady thought of the dog was bad.,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A good woman had a dog that was hating.,"{'lexical': 0.4, 'syntactic': 0.2, 'semantic': 0.7}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A beautiful woman was feeling a little bit bad about a dog.,"{'lexical': 0.4, 'syntactic': 0.25, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"Well, a lovely lady hated her dog.","{'lexical': 0.45, 'syntactic': 0.3, 'semantic': 0.8}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"Well, a lovely lady's feeling about the dog.","{'lexical': 0.45, 'syntactic': 0.35, 'semantic': 0.9}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A woman who felt bad about a dog.,"{'lexical': 0.4, 'syntactic': 0.3, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"Well, a lovely lady was feeling a bit bad about a dog.","{'lexical': 0.4, 'syntactic': 0.35, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"You know, a lovely lady just felt bad about a dog.","{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A good woman hated a dog.,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.85}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A beautiful woman was feeling a little bit adamant about the dog.,"{'lexical': 0.45, 'syntactic': 0.25, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,Good lady's feeling a bit bad about a dog.,"{'lexical': 0.45, 'syntactic': 0.3, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"Well, a lady in the village hated her dog.","{'lexical': 0.45, 'syntactic': 0.35, 'semantic': 0.7}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"Well, a woman who's been in love with the dog.","{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.85}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,Beautiful woman's feeling the dog's bad.,"{'lexical': 0.45, 'syntactic': 0.4, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A beautiful woman had a bad feeling about a dog.,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 1.0}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,"Well, a good lady hated a dog.","{'lexical': 0.5, 'syntactic': 0.3, 'semantic': 0.75}",284
There was a stray dog in the city.,She took the dog home and kept him.,A nice lady felt bad for the dog.,"She picked up the dog and looked around for a dumpster, but could not find one.",1,A beautiful woman has been feeling like a dog.,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 1.0}",284
